node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,7,0.13,4.0,1000.0,True,False,[],"[1, 2]"
2,1,1,19,0.29,26.0,8.9,False,False,[0],"[6, 10, 16]"
3,1,2,6,0.24,2.0,3.8,False,False,[0],"[3, 4, 5, 9]"
4,2,1,18,0.19,16.0,4.8,False,False,[2],[16]
5,2,2,17,0.23,20.0,5.2,False,False,[2],"[16, 7]"
6,2,3,5,0.16,36.0,2.8,False,False,[2],"[7, 8, 15, 17]"
7,2,4,16,0.09,3.0,3.8,False,False,[1],[14]
8,3,1,15,0.21,16.0,3.4,False,False,"[5, 4]","[12, 14]"
9,3,2,4,0.04,26.0,3.0,False,False,[5],[11]
10,4,1,14,0.09,8.0,5.0,False,False,[2],[14]
11,4,2,13,0.07,2.0,3.0,False,False,[1],[11]
12,5,1,3,0.3,13.0,9.7,False,False,"[10, 8]",[13]
13,5,2,12,0.18,15.0,3.7,False,False,[7],[18]
14,6,1,2,0.12,4.0,7.4,False,False,[11],[18]
15,6,2,11,0.27,35.0,4.8,False,False,"[6, 7, 9]",[17]
16,6,3,10,0.08,35.0,4.7,False,False,[5],[17]
17,6,4,9,0.01,40.0,1.1,False,False,"[1, 3, 4]",[18]
18,7,1,8,0.24,17.0,4.4,False,False,"[5, 14, 15]",[19]
19,7,2,1,0.25,39.0,6.6,False,False,"[13, 12, 16]",[19]
20,8,1,0,0.3,11.0,5.7,False,True,"[17, 18]",[]
