node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,1,0.1,40.0,1000,True,False,[],"[1, 2, 3]"
2,1,1,1,0.12,3.0,10,False,False,[0],"[9, 10, 11]"
3,1,2,1,0.03,6.0,5,False,False,[0],[4]
4,1,3,1,0.02,23.0,2,False,False,[0],"[5, 6]"
5,2,1,1,0.13,12.0,10,False,False,[2],[12]
6,2,2,1,0.02,10.0,4,False,False,[3],"[7, 11]"
7,2,3,1,0.13,25.0,5,False,False,[3],"[8, 10]"
8,3,1,1,0.04,1.0,5,False,False,[5],[11]
9,3,2,1,0.04,35.0,2,False,False,[6],[12]
10,3,3,1,0.09,3.0,8,False,False,[1],[10]
11,4,1,1,0.11,18.0,9,False,False,"[1, 6, 9]",[13]
12,4,2,1,0.01,31.0,2,False,False,"[1, 5, 7]",[13]
13,4,3,1,0.1,12.0,4,False,False,"[8, 4]",[13]
14,5,1,1,0.14,36.0,5,False,True,"[10, 11, 12]",[]
