node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,7,0.25,5.0,1000.0,True,False,[],"[1, 2]"
2,1,1,14,0.09,12.0,4.8,False,False,[0],[5]
3,1,2,6,0.18,7.0,2.8,False,False,[0],"[3, 6, 7, 9, 12]"
4,2,1,5,0.14,13.0,2.0,False,False,[2],"[4, 7, 9]"
5,3,1,4,0.27,19.0,2.7,False,False,[3],[6]
6,3,2,13,0.13,33.0,6.0,False,False,[1],[11]
7,4,1,3,0.1,39.0,2.9,False,False,"[2, 4]","[8, 10]"
8,4,2,12,0.02,27.0,1.4,False,False,"[2, 3]",[13]
9,5,1,2,0.14,12.0,1.5,False,False,[6],[13]
10,6,1,11,0.15,39.0,6.1,False,False,"[2, 3]",[13]
11,6,2,10,0.17,18.0,6.3,False,False,[6],[11]
12,7,1,9,0.23,9.0,7.8,False,False,"[10, 5]",[14]
13,7,2,8,0.01,17.0,1.0,False,False,[2],[14]
14,7,3,1,0.03,30.0,1.8,False,False,"[8, 7, 9]",[14]
15,8,1,0,0.07,28.0,2.5,False,True,"[11, 12, 13]",[]
