node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,6,0.11,20.0,1000.0,True,False,[],[1]
2,1,1,5,0.3,17.0,3.0,False,False,[0],"[2, 4, 9, 10]"
3,2,1,4,0.08,40.0,2.2,False,False,[1],"[3, 5, 6]"
4,3,1,3,0.01,9.0,1.7,False,False,[2],[7]
5,4,1,12,0.07,13.0,2.8,False,False,[1],[10]
6,4,2,11,0.19,17.0,4.3,False,False,[2],"[8, 11]"
7,4,3,10,0.29,18.0,4.5,False,False,[2],[10]
8,4,4,2,0.16,39.0,4.0,False,False,[3],[11]
9,5,1,9,0.29,22.0,10.3,False,False,[5],[12]
10,5,2,8,0.27,16.0,8.0,False,False,[1],[12]
11,5,3,7,0.12,28.0,2.7,False,False,"[1, 4, 6]",[12]
12,5,4,1,0.12,3.0,3.0,False,False,"[5, 7]",[12]
13,6,1,0,0.1,31.0,1.5,False,True,"[8, 9, 10, 11]",[]
