node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,6,0.03,21.0,1000.0,True,False,[],[1]
2,1,1,5,0.29,28.0,5.1,False,False,[0],"[2, 3, 4, 5, 8, 9]"
3,2,1,15,0.3,4.0,10.0,False,False,[1],"[12, 14]"
4,2,2,4,0.16,40.0,4.4,False,False,[1],"[6, 7]"
5,2,3,14,0.23,34.0,11.1,False,False,[1],[10]
6,3,1,13,0.04,1.0,2.7,False,False,[1],[12]
7,3,2,3,0.21,30.0,3.9,False,False,[3],[11]
8,4,1,12,0.22,16.0,4.8,False,False,[3],[13]
9,4,2,11,0.16,40.0,8.7,False,False,[1],[13]
10,4,3,10,0.3,19.0,11.1,False,False,[1],[12]
11,4,4,9,0.28,25.0,10.7,False,False,[4],[14]
12,5,1,2,0.12,17.0,1.9,False,False,[6],[14]
13,6,1,8,0.26,35.0,4.7,False,False,"[2, 5, 9]",[15]
14,6,2,7,0.25,14.0,10.6,False,False,"[8, 7]",[15]
15,6,3,1,0.23,35.0,4.0,False,False,"[2, 10, 11]",[15]
16,7,1,0,0.02,35.0,1.0,False,True,"[12, 13, 14]",[]
