node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,5,0.22,15.0,1000.0,True,False,[],"[1, 2]"
2,1,1,12,0.03,8.0,1.9,False,False,[0],"[5, 6]"
3,1,2,4,0.06,30.0,0.9,False,False,[0],"[3, 4, 8]"
4,2,1,3,0.24,25.0,8.7,False,False,[2],"[9, 10]"
5,2,2,11,0.09,38.0,1.2,False,False,[2],[10]
6,2,3,10,0.24,38.0,9.4,False,False,[1],"[7, 9]"
7,2,4,9,0.19,23.0,6.7,False,False,[1],"[11, 7]"
8,3,1,8,0.29,16.0,7.9,False,False,"[5, 6]",[11]
9,3,2,7,0.02,3.0,2.5,False,False,[2],[11]
10,3,3,2,0.09,18.0,2.9,False,False,"[3, 5]",[11]
11,3,4,6,0.08,7.0,2.1,False,False,"[3, 4]",[11]
12,4,1,1,0.28,20.0,4.0,False,False,"[10, 6, 7, 8, 9]",[12]
13,5,1,0,0.04,33.0,1.2,False,True,[11],[]
