node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,6,0.3,5.0,1000.0,True,False,[],"[1, 2, 3, 4]"
2,1,1,22,0.01,7.0,1.8,False,False,[0],[10]
3,1,2,21,0.22,8.0,5.2,False,False,[0],"[9, 14, 21]"
4,1,3,20,0.12,21.0,5.9,False,False,[0],"[7, 18]"
5,1,4,5,0.28,3.0,4.2,False,False,[0],"[5, 6, 12]"
6,2,1,4,0.11,1.0,5.2,False,False,[4],"[8, 9]"
7,2,2,19,0.14,11.0,3.4,False,False,[4],"[9, 11, 20]"
8,2,3,18,0.04,25.0,3.1,False,False,[3],[15]
9,3,1,3,0.05,23.0,3.5,False,False,[5],"[11, 17, 19]"
10,3,2,17,0.23,27.0,3.8,False,False,"[2, 5, 6]",[18]
11,3,3,16,0.02,15.0,1.5,False,False,[1],[13]
12,4,1,15,0.19,7.0,7.9,False,False,"[6, 8]",[15]
13,4,2,14,0.27,3.0,6.4,False,False,[4],[19]
14,4,3,13,0.25,32.0,10.1,False,False,[10],[15]
15,4,4,12,0.06,1.0,2.2,False,False,[2],[16]
16,5,1,11,0.12,7.0,4.1,False,False,"[11, 7, 13]",[19]
17,5,2,10,0.01,27.0,1.2,False,False,[14],[20]
18,5,3,2,0.08,34.0,2.8,False,False,[8],[21]
19,5,4,9,0.18,8.0,3.0,False,False,"[3, 9]","[21, 19]"
20,6,1,8,0.08,17.0,4.8,False,False,"[8, 12, 15, 18]",[22]
21,6,2,7,0.06,1.0,3.3,False,False,"[6, 16]",[22]
22,6,3,1,0.01,26.0,0.5,False,False,"[2, 17, 18]",[22]
23,7,1,0,0.09,29.0,2.0,False,True,"[19, 20, 21]",[]
