node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,6,0.05,2.0,1000,True,False,[],"[1, 2, 3]"
2,1,1,14,0.26,15.0,100,False,False,[0],"[6, 7, 8, 10, 12]"
3,1,2,5,0.04,38.0,100,False,False,[0],"[4, 5, 7, 9]"
4,1,3,13,0.26,12.0,100,False,False,[0],"[6, 8, 9]"
5,2,1,12,0.21,38.0,100,False,False,[2],[10]
6,2,2,11,0.24,11.0,100,False,False,[2],[11]
7,2,3,10,0.08,1.0,100,False,False,"[1, 3]",[12]
8,2,4,4,0.17,34.0,100,False,False,"[1, 2]",[8]
9,3,1,3,0.15,2.0,100,False,False,"[1, 3, 7]",[11]
10,4,1,9,0.02,30.0,100,False,False,"[2, 3]",[13]
11,4,2,8,0.02,25.0,100,False,False,"[1, 4]",[13]
12,4,3,2,0.1,11.0,100,False,False,"[8, 5]",[13]
13,5,1,7,0.18,10.0,100,False,False,"[1, 6]",[14]
14,5,2,1,0.1,24.0,100,False,False,"[10, 9, 11]",[14]
15,6,1,0,0.19,30.0,100,False,True,"[12, 13]",[]
