node_number,level,idx,priority,d_exec_t,c_exec_t,period,isSource,isSink,parent,child
1,0,1,7,0.17,28.0,1000,True,False,[],"[1, 2]"
2,1,1,6,0.11,15.0,100,False,False,[0],[3]
3,1,2,16,0.03,13.0,100,False,False,[0],"[4, 8, 9]"
4,2,1,5,0.02,38.0,100,False,False,[1],"[5, 6, 7, 10]"
5,2,2,15,0.22,24.0,100,False,False,[2],[13]
6,3,1,14,0.13,5.0,100,False,False,[3],[15]
7,3,2,13,0.18,14.0,100,False,False,[3],[12]
8,3,3,4,0.17,7.0,100,False,False,[3],"[11, 14]"
9,3,4,12,0.28,37.0,100,False,False,[2],[14]
10,4,1,11,0.18,15.0,100,False,False,[2],"[12, 13]"
11,5,1,10,0.26,37.0,100,False,False,[3],[15]
12,5,2,3,0.19,20.0,100,False,False,[7],[13]
13,5,3,9,0.11,3.0,100,False,False,"[9, 6]",[13]
14,6,1,2,0.22,8.0,100,False,False,"[4, 9, 12, 11]",[15]
15,7,1,8,0.23,39.0,100,False,False,"[7, 8]",[16]
16,7,2,1,0.2,17.0,100,False,False,"[10, 13, 5]",[16]
17,8,1,0,0.2,20.0,100,False,True,"[14, 15]",[]
